,File,NCR,ED,ET,WT,ED/WT,ET/WT,TC/WT
1124,BraTS-GoAT-01028.nii.gz,31780,5261,6759,43800,0.120114155,0.154315068,0.879885845
1314,BraTS-GoAT-00510.nii.gz,125630,23600,46889,196119,0.120335103,0.239084433,0.879664897
108,BraTS-GoAT-00538.nii.gz,103827,18225,29365,151417,0.120362971,0.193934631,0.879637029
562,BraTS-GoAT-01263.nii.gz,91429,19509,50969,161907,0.120495099,0.314804178,0.879504901
61,BraTS-GoAT-01170.nii.gz,125081,19298,15631,160010,0.120604962,0.097687645,0.879395038
820,BraTS-GoAT-01248.nii.gz,74593,16741,47126,138460,0.120908566,0.340358226,0.879091434
726,BraTS-GoAT-01241.nii.gz,28953,8015,29140,66108,0.121241,0.440793852,0.878759
170,BraTS-GoAT-01601.nii.gz,40774,10817,37598,89189,0.121281772,0.421554228,0.878718228
71,BraTS-GoAT-00187.nii.gz,9408,2363,7693,19464,0.121403617,0.395242499,0.878596383
793,BraTS-GoAT-01683.nii.gz,50090,8622,12160,70872,0.121655943,0.171576927,0.878344057
725,BraTS-GoAT-00274.nii.gz,118922,19667,22861,161450,0.121814803,0.141598018,0.878185197
51,BraTS-GoAT-01646.nii.gz,37705,10200,35658,83563,0.122063593,0.42671996,0.877936407
750,BraTS-GoAT-01994.nii.gz,33942,15759,79119,128820,0.122333489,0.61418258,0.877666511
16,BraTS-GoAT-00441.nii.gz,32263,7832,23888,63983,0.122407514,0.373349171,0.877592486
843,BraTS-GoAT-01755.nii.gz,100769,21448,52092,174309,0.123045855,0.298848596,0.876954145
1029,BraTS-GoAT-00060.nii.gz,79853,14131,20702,114686,0.123214691,0.180510263,0.876785309
21,BraTS-GoAT-01306.nii.gz,124025,23578,43701,191304,0.12324886,0.228437461,0.87675114
252,BraTS-GoAT-00017.nii.gz,216411,35098,33172,284681,0.123288874,0.116523407,0.876711126
256,BraTS-GoAT-00007.nii.gz,64684,11063,13721,89468,0.12365315,0.153362096,0.87634685
1103,BraTS-GoAT-01391.nii.gz,60098,9818,9305,79221,0.123931786,0.11745623,0.876068214
485,BraTS-GoAT-01179.nii.gz,110377,20320,32981,163678,0.124146189,0.201499285,0.875853811
718,BraTS-GoAT-01733.nii.gz,74016,16537,42605,133158,0.124190811,0.319958245,0.875809189
738,BraTS-GoAT-01841.nii.gz,74158,17983,52657,144798,0.124193704,0.363658338,0.875806296
171,BraTS-GoAT-02365.nii.gz,10911,2063,3611,16585,0.124389509,0.217726862,0.875610491
1219,BraTS-GoAT-01501.nii.gz,91938,18458,35907,146303,0.126162826,0.245429007,0.873837174
1113,BraTS-GoAT-00063.nii.gz,114385,27339,74521,216245,0.126426045,0.344613748,0.873573955
629,BraTS-GoAT-00560.nii.gz,19634,4895,14142,38671,0.126580642,0.365700396,0.873419358
1189,BraTS-GoAT-02402.nii.gz,130686,22075,21589,174350,0.126613134,0.123825638,0.873386866
208,BraTS-GoAT-00202.nii.gz,80426,15565,26938,122929,0.126617804,0.219134622,0.873382196
1212,BraTS-GoAT-02203.nii.gz,53073,12143,30331,95547,0.127089286,0.317445864,0.872910714
619,BraTS-GoAT-00163.nii.gz,70067,17458,48544,136069,0.128302552,0.356760173,0.871697448
639,BraTS-GoAT-01183.nii.gz,23071,4742,9124,36937,0.128380756,0.247015188,0.871619244
107,BraTS-GoAT-00856.nii.gz,25370,10556,45687,81613,0.129342139,0.559800522,0.870657861
614,BraTS-GoAT-02149.nii.gz,41989,12759,43764,98512,0.129517216,0.444250447,0.870482784
796,BraTS-GoAT-01370.nii.gz,41235,8653,16760,66648,0.129831353,0.251470412,0.870168647
1054,BraTS-GoAT-00740.nii.gz,29065,5989,10897,45951,0.130334487,0.237143914,0.869665513
1289,BraTS-GoAT-01117.nii.gz,14226,2705,3794,20725,0.130518697,0.183063932,0.869481303
1260,BraTS-GoAT-01668.nii.gz,87254,15606,16624,119484,0.13061163,0.139131599,0.86938837
17,BraTS-GoAT-02283.nii.gz,98455,20797,39127,158379,0.131311601,0.247046641,0.868688399
830,BraTS-GoAT-01901.nii.gz,24248,4995,8779,38022,0.131371311,0.230892641,0.868628689
312,BraTS-GoAT-01388.nii.gz,82298,21464,59175,162937,0.131731896,0.363177179,0.868268104
507,BraTS-GoAT-01356.nii.gz,59644,10448,8988,79080,0.132119373,0.113657056,0.867880627
1013,BraTS-GoAT-01014.nii.gz,40462,8072,12439,60973,0.132386466,0.204008332,0.867613534
1006,BraTS-GoAT-02078.nii.gz,48370,12803,34997,96170,0.133128834,0.363907664,0.866871166
133,BraTS-GoAT-01453.nii.gz,49062,9811,14413,73286,0.133872772,0.196667849,0.866127228
1288,BraTS-GoAT-01654.nii.gz,30710,11639,44469,86818,0.134062061,0.51220945,0.865937939
1085,BraTS-GoAT-01385.nii.gz,76130,23480,75284,174894,0.134252747,0.430455018,0.865747253
317,BraTS-GoAT-01216.nii.gz,73301,15686,27543,116530,0.134609114,0.236359736,0.865390886
467,BraTS-GoAT-00771.nii.gz,120631,24770,38431,183832,0.134742591,0.209055007,0.865257409
95,BraTS-GoAT-01805.nii.gz,110884,22889,35912,169685,0.134891122,0.211639214,0.865108878
67,BraTS-GoAT-00841.nii.gz,11236,4812,19530,35578,0.135252122,0.548934735,0.864747878
894,BraTS-GoAT-00033.nii.gz,75489,15105,21058,111652,0.135286426,0.188603876,0.864713574
1068,BraTS-GoAT-00135.nii.gz,29723,5082,2624,37429,0.135777071,0.070106067,0.864222929
1259,BraTS-GoAT-02292.nii.gz,100745,21229,33860,155834,0.136228294,0.217282493,0.863771706
204,BraTS-GoAT-02305.nii.gz,33130,12627,46904,92661,0.136270923,0.506189227,0.863729077
841,BraTS-GoAT-01108.nii.gz,68622,17619,42880,129121,0.136453404,0.332091604,0.863546596
765,BraTS-GoAT-00395.nii.gz,51299,9160,6549,67008,0.136700096,0.097734599,0.863299904
90,BraTS-GoAT-02426.nii.gz,59483,18042,54064,131589,0.137108725,0.410855011,0.862891275
823,BraTS-GoAT-02126.nii.gz,92506,22223,46514,161243,0.137823037,0.288471438,0.862176963
942,BraTS-GoAT-01691.nii.gz,78725,21368,54464,154557,0.138253201,0.352387792,0.861746799
837,BraTS-GoAT-00591.nii.gz,106834,25359,50901,183094,0.138502627,0.278004741,0.861497373
329,BraTS-GoAT-02075.nii.gz,10105,3066,8813,21984,0.139465066,0.40088246,0.860534934
273,BraTS-GoAT-01465.nii.gz,102359,23215,40815,166389,0.139522444,0.245298668,0.860477556
224,BraTS-GoAT-01765.nii.gz,35628,9263,21102,65993,0.140363372,0.319761187,0.859636628
449,BraTS-GoAT-00226.nii.gz,91981,20008,30143,142132,0.140770551,0.212077505,0.859229449
43,BraTS-GoAT-00284.nii.gz,57158,10590,7337,75085,0.141040154,0.097715922,0.858959846
144,BraTS-GoAT-01839.nii.gz,34086,7587,12114,53787,0.141056389,0.225221708,0.858943611
220,BraTS-GoAT-02021.nii.gz,25044,8336,25568,58948,0.141412771,0.43373821,0.858587229
717,BraTS-GoAT-01857.nii.gz,130784,28927,44531,204242,0.141631006,0.218030572,0.858368994
652,BraTS-GoAT-00120.nii.gz,50571,11722,20416,82709,0.14172581,0.246841335,0.85827419
1100,BraTS-GoAT-00937.nii.gz,8925,6769,31896,47590,0.142235764,0.670224837,0.857764236
728,BraTS-GoAT-02327.nii.gz,51246,10606,12694,74546,0.142274569,0.17028412,0.857725431
368,BraTS-GoAT-01669.nii.gz,94456,19827,24947,139230,0.142404654,0.179178338,0.857595346
671,BraTS-GoAT-00532.nii.gz,141350,29910,38535,209795,0.142567745,0.183679306,0.857432255
601,BraTS-GoAT-01206.nii.gz,70390,14829,18549,103768,0.142905327,0.178754529,0.857094673
739,BraTS-GoAT-01530.nii.gz,56927,13366,23086,93379,0.143137108,0.247229034,0.856862892
790,BraTS-GoAT-01195.nii.gz,44950,13270,33782,92002,0.144235995,0.36718767,0.855764005
803,BraTS-GoAT-00778.nii.gz,81166,19360,33639,134165,0.144299929,0.25072858,0.855700071
1329,BraTS-GoAT-00170.nii.gz,113498,25556,37717,176771,0.144571225,0.213366446,0.855428775
1005,BraTS-GoAT-01981.nii.gz,2,483,2855,3340,0.144610778,0.854790419,0.855389222
1211,BraTS-GoAT-00232.nii.gz,40267,10873,24023,75163,0.144658941,0.319612043,0.855341059
901,BraTS-GoAT-01047.nii.gz,48811,12015,22218,83044,0.144682337,0.267544916,0.855317663
616,BraTS-GoAT-01064.nii.gz,52785,12971,23747,89503,0.144922517,0.265320716,0.855077483
243,BraTS-GoAT-01644.nii.gz,15073,6095,20750,41918,0.14540293,0.495014075,0.85459707
1251,BraTS-GoAT-01760.nii.gz,50631,15768,41960,108359,0.145516293,0.387231333,0.854483707
1228,BraTS-GoAT-01159.nii.gz,32296,7429,11199,50924,0.145884063,0.219915953,0.854115937
248,BraTS-GoAT-01960.nii.gz,9892,14612,75291,99795,0.146420161,0.754456636,0.853579839
2,BraTS-GoAT-01905.nii.gz,72962,24674,70707,168343,0.146569801,0.420017464,0.853430199
97,BraTS-GoAT-01092.nii.gz,49555,11782,18881,80218,0.146874766,0.235371114,0.853125234
1154,BraTS-GoAT-00416.nii.gz,5337,4632,21525,31494,0.147075633,0.683463517,0.852924367
1213,BraTS-GoAT-01365.nii.gz,90802,20231,26264,137297,0.147352091,0.191293328,0.852647909
599,BraTS-GoAT-01288.nii.gz,25953,4487,0,30440,0.147404731,0,0.852595269
603,BraTS-GoAT-00171.nii.gz,75005,17012,22039,114056,0.149154801,0.193229642,0.850845199
387,BraTS-GoAT-00603.nii.gz,30189,7916,14619,52724,0.150140354,0.277274107,0.849859646
613,BraTS-GoAT-00675.nii.gz,107584,31119,68230,206933,0.150382008,0.329720248,0.849617992
618,BraTS-GoAT-01913.nii.gz,50550,11719,15502,77771,0.150685988,0.199328799,0.849314012
902,BraTS-GoAT-01796.nii.gz,79002,21206,40427,140635,0.1507875,0.287460447,0.8492125
462,BraTS-GoAT-00227.nii.gz,30670,10058,25944,66672,0.150857931,0.38912887,0.849142069
31,BraTS-GoAT-00414.nii.gz,32908,7565,9541,50014,0.151257648,0.190766585,0.848742352
174,BraTS-GoAT-02381.nii.gz,69273,16962,25147,111382,0.152286725,0.225772566,0.847713275
262,BraTS-GoAT-01526.nii.gz,40534,14542,40390,95466,0.152326483,0.423082563,0.847673517
40,BraTS-GoAT-01852.nii.gz,121265,21802,0,143067,0.152390139,0,0.847609861
637,BraTS-GoAT-00108.nii.gz,6558,2861,9344,18763,0.152480947,0.498001386,0.847519053
1307,BraTS-GoAT-01341.nii.gz,49157,14836,33222,97215,0.152610194,0.341737386,0.847389806
347,BraTS-GoAT-01810.nii.gz,13261,3475,5997,22733,0.152861479,0.263801522,0.847138521
888,BraTS-GoAT-00711.nii.gz,90838,20211,19856,130905,0.154394408,0.151682518,0.845605592
496,BraTS-GoAT-00884.nii.gz,47635,17459,47855,112949,0.154574188,0.423686797,0.845425812
911,BraTS-GoAT-01986.nii.gz,8054,3759,12466,24279,0.154825158,0.513447836,0.845174842
173,BraTS-GoAT-01655.nii.gz,62162,16250,26383,104795,0.15506465,0.251758195,0.84493535
1155,BraTS-GoAT-01738.nii.gz,108635,25360,29437,163432,0.15517157,0.180117725,0.84482843
876,BraTS-GoAT-02219.nii.gz,93963,23188,31592,148743,0.15589305,0.212393188,0.84410695
93,BraTS-GoAT-02411.nii.gz,72888,17388,19875,110151,0.157856034,0.180434131,0.842143966
379,BraTS-GoAT-02358.nii.gz,18711,8769,27478,54958,0.159558208,0.499981804,0.840441792
50,BraTS-GoAT-00317.nii.gz,23598,6589,10937,41124,0.160222741,0.265951756,0.839777259
1231,BraTS-GoAT-00946.nii.gz,21364,8872,25128,55364,0.160248537,0.45386894,0.839751463
657,BraTS-GoAT-02141.nii.gz,9461,5402,18772,33635,0.160606511,0.558109113,0.839393489
1064,BraTS-GoAT-01545.nii.gz,92423,21366,18926,132715,0.160991599,0.142606337,0.839008401
1273,BraTS-GoAT-00677.nii.gz,62455,15782,19673,97910,0.161188847,0.200929425,0.838811153
952,BraTS-GoAT-01872.nii.gz,82070,20104,22326,124500,0.161477912,0.179325301,0.838522088
1016,BraTS-GoAT-00285.nii.gz,64823,20581,41295,126699,0.162440114,0.32592996,0.837559886
324,BraTS-GoAT-01741.nii.gz,57398,26654,79560,163612,0.162909811,0.486272401,0.837090189
858,BraTS-GoAT-01479.nii.gz,133618,34276,42366,210260,0.163017217,0.201493389,0.836982783
74,BraTS-GoAT-01070.nii.gz,33031,9005,13106,55142,0.163305647,0.23767727,0.836694353
414,BraTS-GoAT-01890.nii.gz,29213,8548,14539,52300,0.163441683,0.277992352,0.836558317
538,BraTS-GoAT-00748.nii.gz,18723,7874,21452,48049,0.163874378,0.446460904,0.836125622
666,BraTS-GoAT-00028.nii.gz,84003,25394,45111,154508,0.164353949,0.291965465,0.835646051
882,BraTS-GoAT-01013.nii.gz,67166,15896,13419,96481,0.164757828,0.139084379,0.835242172
606,BraTS-GoAT-01405.nii.gz,7553,3624,10786,21963,0.165004781,0.491098666,0.834995219
612,BraTS-GoAT-00383.nii.gz,73127,19625,26011,118763,0.165245068,0.219016024,0.834754932
898,BraTS-GoAT-01961.nii.gz,61825,27014,74539,163378,0.165346619,0.456236458,0.834653381
1200,BraTS-GoAT-00176.nii.gz,112999,27675,26322,166996,0.165722532,0.157620542,0.834277468
1225,BraTS-GoAT-01031.nii.gz,70662,19600,27607,117869,0.166286301,0.234217648,0.833713699
719,BraTS-GoAT-01770.nii.gz,58188,15437,18653,92278,0.167287978,0.202139188,0.832712022
326,BraTS-GoAT-01553.nii.gz,7802,3707,10603,22112,0.167646527,0.479513386,0.832353473
644,BraTS-GoAT-01864.nii.gz,27590,7469,9460,44519,0.167771064,0.212493542,0.832228936
654,BraTS-GoAT-01476.nii.gz,27139,13965,41775,82879,0.168498655,0.50404807,0.831501345
909,BraTS-GoAT-00678.nii.gz,62496,26150,66534,155180,0.168513984,0.428753705,0.831486016
1308,BraTS-GoAT-02394.nii.gz,34600,10057,14685,59342,0.169475245,0.247463854,0.830524755
1097,BraTS-GoAT-02084.nii.gz,40539,16558,40108,97205,0.170341032,0.41261252,0.829658968
197,BraTS-GoAT-01243.nii.gz,120179,36724,58114,215017,0.170795798,0.270276304,0.829204202
647,BraTS-GoAT-01920.nii.gz,97836,24378,20141,142355,0.171247936,0.141484317,0.828752064
775,BraTS-GoAT-02188.nii.gz,86162,28257,49797,164216,0.172072149,0.303240854,0.827927851
96,BraTS-GoAT-01384.nii.gz,87055,23582,25862,136499,0.17276317,0.189466589,0.82723683
290,BraTS-GoAT-01823.nii.gz,83375,25485,38523,147383,0.172916822,0.261380213,0.827083178
626,BraTS-GoAT-00769.nii.gz,57773,17214,24252,99239,0.173460031,0.24437973,0.826539969
692,BraTS-GoAT-00064.nii.gz,39080,8685,2093,49858,0.174194713,0.041979221,0.825805287
757,BraTS-GoAT-02146.nii.gz,63301,22092,41330,126723,0.174332994,0.326144425,0.825667006
927,BraTS-GoAT-01520.nii.gz,129576,32520,24033,186129,0.174717535,0.129120126,0.825282465
1181,BraTS-GoAT-01721.nii.gz,15560,10225,32673,58458,0.174911903,0.558914092,0.825088097
817,BraTS-GoAT-00112.nii.gz,74446,25803,46428,146677,0.175917151,0.316532244,0.824082849
330,BraTS-GoAT-01999.nii.gz,3806,1777,4518,10101,0.175923176,0.447282447,0.824076824
935,BraTS-GoAT-00556.nii.gz,29514,10055,17506,57075,0.176171704,0.306719229,0.823828296
981,BraTS-GoAT-01128.nii.gz,45807,13184,15781,74772,0.176322688,0.21105494,0.823677312
534,BraTS-GoAT-02481.nii.gz,50845,18869,36800,106514,0.177150422,0.345494489,0.822849578
1114,BraTS-GoAT-01033.nii.gz,19635,9905,26241,55781,0.177569423,0.470428999,0.822430577
1268,BraTS-GoAT-01257.nii.gz,55668,23395,52589,131652,0.177703339,0.399454623,0.822296661
193,BraTS-GoAT-00019.nii.gz,15723,4349,4362,24434,0.177989687,0.178521732,0.822010313
1132,BraTS-GoAT-01614.nii.gz,96130,28032,33164,157326,0.178177796,0.210797961,0.821822204
539,BraTS-GoAT-01347.nii.gz,47406,18960,39560,105926,0.178992882,0.37346827,0.821007118
341,BraTS-GoAT-00338.nii.gz,28162,12086,26749,66997,0.180396137,0.399256683,0.819603863
300,BraTS-GoAT-00425.nii.gz,63735,18473,20044,102252,0.180661503,0.196025506,0.819338497
532,BraTS-GoAT-00250.nii.gz,113070,29593,20987,163650,0.180831042,0.128243202,0.819168958
974,BraTS-GoAT-00039.nii.gz,18654,7593,15672,41919,0.181135046,0.37386388,0.818864954
321,BraTS-GoAT-00808.nii.gz,10777,6820,20047,37644,0.18117097,0.532541707,0.81882903
964,BraTS-GoAT-00800.nii.gz,20231,7028,11516,38775,0.181250806,0.296995487,0.818749194
1123,BraTS-GoAT-00929.nii.gz,35811,13849,26670,76330,0.181435871,0.349403904,0.818564129
771,BraTS-GoAT-01188.nii.gz,59503,27206,63077,149786,0.181632462,0.421114123,0.818367538
408,BraTS-GoAT-00931.nii.gz,56999,26088,60521,143608,0.181661189,0.421431954,0.818338811
721,BraTS-GoAT-01768.nii.gz,59829,16018,12228,88075,0.181867726,0.138836219,0.818132274
1069,BraTS-GoAT-01155.nii.gz,50061,26631,69638,146330,0.181992756,0.475896945,0.818007244
315,BraTS-GoAT-00953.nii.gz,37481,12416,18221,68118,0.18227194,0.267491706,0.81772806
293,BraTS-GoAT-01989.nii.gz,61805,28195,64018,154018,0.183063019,0.415652716,0.816936981
714,BraTS-GoAT-01737.nii.gz,76498,23875,29915,130288,0.183247882,0.229606717,0.816752118
1142,BraTS-GoAT-00656.nii.gz,46000,17748,32863,96611,0.183705789,0.340157953,0.816294211
583,BraTS-GoAT-01254.nii.gz,84041,29208,45584,158833,0.183891257,0.286993257,0.816108743
493,BraTS-GoAT-01049.nii.gz,89627,24680,19706,134013,0.184161238,0.147045436,0.815838762
1341,BraTS-GoAT-00861.nii.gz,85957,25506,26448,137911,0.184945363,0.191775855,0.815054637
1304,BraTS-GoAT-02131.nii.gz,50981,18024,28207,97212,0.185409209,0.290159651,0.814590791
1072,BraTS-GoAT-00957.nii.gz,68355,27547,52446,148348,0.185691752,0.353533583,0.814308248
791,BraTS-GoAT-00044.nii.gz,23849,7681,9801,41331,0.185841136,0.237134354,0.814158864
932,BraTS-GoAT-02135.nii.gz,98746,30888,36506,166140,0.185915493,0.219730348,0.814084507
1239,BraTS-GoAT-01161.nii.gz,4729,3629,11118,19476,0.186331896,0.570856439,0.813668104
884,BraTS-GoAT-00175.nii.gz,20693,8130,14730,43553,0.186669116,0.338208619,0.813330884
394,BraTS-GoAT-00817.nii.gz,69261,21684,25170,116115,0.186745898,0.216767859,0.813254102
345,BraTS-GoAT-00991.nii.gz,34935,17111,39514,91560,0.186882918,0.431564002,0.813117082
839,BraTS-GoAT-01512.nii.gz,131242,31605,5899,168746,0.187293328,0.034957866,0.812706672
707,BraTS-GoAT-01383.nii.gz,65618,30007,64578,160203,0.187306105,0.403101066,0.812693895
976,BraTS-GoAT-00528.nii.gz,87856,29542,39607,157005,0.188159613,0.252265851,0.811840387
1120,BraTS-GoAT-00858.nii.gz,50391,16504,20640,87535,0.188541726,0.235791398,0.811458274
743,BraTS-GoAT-01204.nii.gz,67089,19169,15158,101416,0.189013568,0.149463595,0.810986432
227,BraTS-GoAT-01219.nii.gz,2842,1424,3252,7518,0.189412078,0.432561852,0.810587922
881,BraTS-GoAT-01922.nii.gz,140925,48789,67135,256849,0.189952073,0.261379254,0.810047927
1180,BraTS-GoAT-02467.nii.gz,60232,18988,20614,99834,0.190195725,0.206482761,0.809804275
1045,BraTS-GoAT-01794.nii.gz,25068,16282,43762,85112,0.191300874,0.514169565,0.808699126
733,BraTS-GoAT-02424.nii.gz,10157,3738,5569,19464,0.192046856,0.286117961,0.807953144
64,BraTS-GoAT-00115.nii.gz,28795,21404,61113,111312,0.192288343,0.549024364,0.807711657
433,BraTS-GoAT-02007.nii.gz,94553,25826,13892,134271,0.192342352,0.103462401,0.807657648
350,BraTS-GoAT-00003.nii.gz,94436,35095,52904,182435,0.192369885,0.289988215,0.807630115
527,BraTS-GoAT-02012.nii.gz,88851,37327,67362,193540,0.192864524,0.348052082,0.807135476
760,BraTS-GoAT-00350.nii.gz,66055,19238,14279,99572,0.193206926,0.143403768,0.806793074
421,BraTS-GoAT-01135.nii.gz,17392,8380,17570,43342,0.193345946,0.405380462,0.806654054
221,BraTS-GoAT-00872.nii.gz,62066,21669,28232,111967,0.193530237,0.252145722,0.806469763
933,BraTS-GoAT-01162.nii.gz,76742,24187,23854,124783,0.193832493,0.19116386,0.806167507
893,BraTS-GoAT-01758.nii.gz,60202,20470,24797,105469,0.194085466,0.235111739,0.805914534
801,BraTS-GoAT-00614.nii.gz,81808,32623,53651,168082,0.19408979,0.319195393,0.80591021
1335,BraTS-GoAT-01686.nii.gz,27873,11639,20409,59921,0.194239081,0.340598455,0.805760919
123,BraTS-GoAT-00065.nii.gz,66891,27150,45699,139740,0.194289395,0.327028768,0.805710605
380,BraTS-GoAT-02244.nii.gz,98655,30132,24875,153662,0.196092723,0.161881272,0.803907277
1098,BraTS-GoAT-01146.nii.gz,131307,47236,61830,240373,0.196511255,0.257225229,0.803488745
1062,BraTS-GoAT-01225.nii.gz,47470,19376,31298,98144,0.197424193,0.318898761,0.802575807
969,BraTS-GoAT-00880.nii.gz,74206,34099,64203,172508,0.197666195,0.372174044,0.802333805
83,BraTS-GoAT-01337.nii.gz,79437,28066,34038,141541,0.198288835,0.240481557,0.801711165
1277,BraTS-GoAT-00074.nii.gz,49966,23887,46521,120374,0.198439862,0.3864705,0.801560138
956,BraTS-GoAT-01024.nii.gz,32855,10966,11390,55211,0.19861984,0.206299469,0.80138016
766,BraTS-GoAT-02476.nii.gz,23177,8432,10595,42204,0.199791489,0.251042555,0.800208511
59,BraTS-GoAT-01233.nii.gz,47861,19642,30508,98011,0.200406077,0.311271184,0.799593923
164,BraTS-GoAT-01549.nii.gz,13699,13263,39207,66169,0.200441294,0.592528223,0.799558706
1168,BraTS-GoAT-00088.nii.gz,63392,25109,36744,125245,0.200479061,0.293376981,0.799520939
824,BraTS-GoAT-01509.nii.gz,92141,36747,53126,182014,0.201891063,0.291878647,0.798108937
1220,BraTS-GoAT-00871.nii.gz,13493,28672,99584,141749,0.202273032,0.702537584,0.797726968
60,BraTS-GoAT-01832.nii.gz,56158,22884,33297,112339,0.203704858,0.296397511,0.796295142
1049,BraTS-GoAT-02117.nii.gz,87094,32119,38201,157414,0.204041572,0.242678542,0.795958428
745,BraTS-GoAT-00294.nii.gz,88850,26333,13855,129038,0.204071669,0.107371472,0.795928331
913,BraTS-GoAT-00792.nii.gz,13003,4963,6311,24277,0.204432179,0.259957985,0.795567821
695,BraTS-GoAT-01560.nii.gz,12836,11738,32731,57305,0.204833784,0.5711718,0.795166216
744,BraTS-GoAT-00979.nii.gz,72194,27395,33299,132888,0.206151044,0.250579435,0.793848956
259,BraTS-GoAT-01645.nii.gz,37075,22305,48476,107856,0.206803516,0.44945112,0.793196484
821,BraTS-GoAT-01026.nii.gz,44222,16945,20646,81813,0.207118673,0.252355983,0.792881327
393,BraTS-GoAT-00265.nii.gz,34426,15803,26030,76259,0.207227999,0.34133676,0.792772001
672,BraTS-GoAT-01116.nii.gz,38338,15955,22496,76789,0.207777156,0.292958627,0.792222844
369,BraTS-GoAT-01684.nii.gz,30514,24040,61122,115676,0.207821847,0.52838964,0.792178153
418,BraTS-GoAT-01380.nii.gz,53998,21107,26321,101426,0.208102459,0.259509396,0.791897541
642,BraTS-GoAT-00143.nii.gz,45272,23615,44471,113358,0.208322306,0.392305792,0.791677694
1108,BraTS-GoAT-02154.nii.gz,46447,20808,32047,99302,0.209542607,0.322722604,0.790457393
954,BraTS-GoAT-00319.nii.gz,52794,18358,16172,87324,0.210228574,0.185195364,0.789771426
78,BraTS-GoAT-00684.nii.gz,47465,21324,32576,101365,0.21036847,0.321373255,0.78963153
192,BraTS-GoAT-02128.nii.gz,30415,16395,30930,77740,0.210895292,0.397864677,0.789104708
426,BraTS-GoAT-01046.nii.gz,36730,16045,23144,75919,0.211343669,0.304851223,0.788656331
807,BraTS-GoAT-01944.nii.gz,51347,20612,25474,97433,0.211550501,0.261451459,0.788449499
422,BraTS-GoAT-01575.nii.gz,38607,18787,31255,88649,0.211925684,0.352570249,0.788074316
304,BraTS-GoAT-02317.nii.gz,42511,15801,15491,73803,0.214096988,0.209896617,0.785903012
786,BraTS-GoAT-00622.nii.gz,24921,11191,16075,52187,0.214440378,0.308026903,0.785559622
230,BraTS-GoAT-00152.nii.gz,45218,16285,14367,75870,0.214643469,0.189363385,0.785356531
478,BraTS-GoAT-01100.nii.gz,94789,37835,42739,175363,0.215752468,0.243717318,0.784247532
999,BraTS-GoAT-00555.nii.gz,90341,30146,18565,139052,0.216796594,0.133511204,0.783203406
887,BraTS-GoAT-01273.nii.gz,88828,29708,18291,136827,0.21712089,0.133679756,0.78287911
906,BraTS-GoAT-01500.nii.gz,1851,1282,2771,5904,0.217140921,0.469342818,0.782859079
183,BraTS-GoAT-01406.nii.gz,20792,12128,22898,55818,0.217277581,0.410226092,0.782722419
1255,BraTS-GoAT-00988.nii.gz,69794,28606,33201,131601,0.217369169,0.252285317,0.782630831
625,BraTS-GoAT-01531.nii.gz,47380,18161,18006,83547,0.217374651,0.215519408,0.782625349
1000,BraTS-GoAT-01331.nii.gz,59916,27533,39159,126608,0.217466511,0.309293252,0.782533489
560,BraTS-GoAT-02176.nii.gz,14607,11636,27215,53458,0.217666205,0.509091249,0.782333795
1147,BraTS-GoAT-00233.nii.gz,78281,36749,53471,168501,0.218093661,0.317333428,0.781906339
597,BraTS-GoAT-01678.nii.gz,64622,22901,17472,104995,0.218115148,0.166407924,0.781884852
635,BraTS-GoAT-02359.nii.gz,51601,19743,19033,90377,0.218451597,0.210595616,0.781548403
1163,BraTS-GoAT-01282.nii.gz,84019,32310,31532,147861,0.218516039,0.21325434,0.781483961
100,BraTS-GoAT-00030.nii.gz,50279,28022,49563,127864,0.219154727,0.387622787,0.780845273
288,BraTS-GoAT-01921.nii.gz,42559,22127,36255,100941,0.21920726,0.359170208,0.78079274
5,BraTS-GoAT-01923.nii.gz,18410,11141,21184,50735,0.219591998,0.417542131,0.780408002
451,BraTS-GoAT-02137.nii.gz,24534,16346,33421,74301,0.219997039,0.449805521,0.780002961
959,BraTS-GoAT-00729.nii.gz,52617,19937,17896,90450,0.220420122,0.197855169,0.779579878
863,BraTS-GoAT-00947.nii.gz,86107,28051,13031,127189,0.220545802,0.102453829,0.779454198
892,BraTS-GoAT-02182.nii.gz,29754,25349,59804,114907,0.220604489,0.520455673,0.779395511
585,BraTS-GoAT-01249.nii.gz,149283,42264,0,191547,0.220645586,0,0.779354414
1350,BraTS-GoAT-01350.nii.gz,67948,23839,16021,107808,0.221124592,0.148606782,0.778875408
965,BraTS-GoAT-01498.nii.gz,68285,22222,9746,100253,0.221659202,0.097214048,0.778340798
1143,BraTS-GoAT-00110.nii.gz,7470,7002,17041,31513,0.222194015,0.540760956,0.777805985
352,BraTS-GoAT-00278.nii.gz,15430,5976,5401,26807,0.222926847,0.201477226,0.777073153
623,BraTS-GoAT-01663.nii.gz,80497,36188,44890,161575,0.223970292,0.277827634,0.776029708
314,BraTS-GoAT-00378.nii.gz,46588,20555,24430,91573,0.224465727,0.266781693,0.775534273
740,BraTS-GoAT-00986.nii.gz,31804,10496,4039,46339,0.226504672,0.087162002,0.773495328
32,BraTS-GoAT-01079.nii.gz,70436,30245,32001,132682,0.227951041,0.241185692,0.772048959
